Filename,Sorted,index
2018-12-18-15-23-08_L7.jpg,bad,95
2018-12-18-15-23-08_L7_2022-03-31__09_hr_49_min.jpg,bad,96
2018-12-18-18-54-30_S2.jpg,good,97
2018-12-19-15-51-38_S2.jpg,good,98
2018-12-19-15-51-38_S2_2022-03-31__09_hr_48_min.jpg,good,99
2018-12-19-15-51-38_S2_2022-03-31__09_hr_49_min.jpg,good,100
2018-12-19-15-51-38_S2_2022-03-31__09_hr_50_min.jpg,good,101
2018-12-19-15-51-38_S2_2022-03-31__09_hr_51_min.jpg,good,102
2018-12-19-18-40-10_L8.jpg,good,103
2018-12-20-18-44-58_S2.jpg,good,104
2018-12-20-18-44-58_S2_2022-03-31__09_hr_01_min.jpg,good,105
2018-12-21-19-04-26_S2.jpg,good,106
2018-12-22-16-03-13_S2.jpg,good,107
2018-12-22-16-03-13_S2_2022-03-31__09_hr_53_min.jpg,good,108
2018-12-22-16-03-13_S2_2022-03-31__09_hr_54_min.jpg,good,109
2018-12-24-15-40-56_L8.jpg,good,110
2018-12-24-15-40-56_L8_2022-03-31__09_hr_53_min.jpg,good,111
2018-12-24-15-40-56_L8_2022-03-31__09_hr_54_min.jpg,good,112
2018-12-24-15-53-14_S2.jpg,good,113
2018-12-24-15-53-14_S2_2022-03-31__09_hr_53_min.jpg,good,114
2018-12-24-15-53-14_S2_2022-03-31__09_hr_54_min.jpg,good,115
2018-12-25-15-28-42_L7.jpg,bad,116
2018-12-25-15-28-42_L7_2022-03-31__09_hr_48_min.jpg,bad,117
2018-12-25-15-28-42_L7_2022-03-31__09_hr_49_min.jpg,bad,118
2018-12-25-15-28-42_L7_2022-03-31__09_hr_50_min.jpg,bad,119
2018-12-25-15-28-42_L7_2022-03-31__09_hr_51_min.jpg,bad,120
2018-12-25-15-30-18_L7.jpg,bad,121
2018-12-25-15-30-18_L7_2022-03-31__09_hr_53_min.jpg,bad,122
2018-12-25-15-30-18_L7_2022-03-31__09_hr_54_min.jpg,bad,123
2018-12-25-18-44-55_S2.jpg,good,124
2018-12-25-18-44-55_S2_2022-03-31__09_hr_01_min.jpg,bad,125
2018-12-26-15-26-59_L8.jpg,bad,126
2018-12-26-15-26-59_L8_2022-03-31__09_hr_48_min.jpg,bad,127
2018-12-26-15-26-59_L8_2022-03-31__09_hr_49_min.jpg,bad,128
2018-12-26-15-26-59_L8_2022-03-31__09_hr_50_min.jpg,good,129
2018-12-26-15-26-59_L8_2022-03-31__09_hr_51_min.jpg,good,130
2018-12-26-15-27-23_L8.jpg,bad,131
2018-12-26-15-27-23_L8_2022-03-31__09_hr_49_min.jpg,bad,132
2018-12-26-15-41-44_S2.jpg,good,133
2018-12-26-15-41-44_S2_2022-03-31__09_hr_49_min.jpg,bad,134
2018-12-26-15-41-44_S2_2022-03-31__09_hr_50_min.jpg,good,135
2018-12-26-15-41-44_S2_2022-03-31__09_hr_51_min.jpg,good,136
2018-12-26-18-46-21_L8.jpg,bad,137
2018-12-26-19-04-31_S2.jpg,good,138
2018-12-27-16-03-10_S2.jpg,bad,139
2018-12-27-18-35-39_L7.jpg,bad,140
2018-12-28-18-54-32_S2.jpg,good,141
2018-12-29-15-51-40_S2.jpg,good,142
2018-12-29-15-51-40_S2_2022-03-31__09_hr_48_min.jpg,good,143
2018-12-29-15-51-40_S2_2022-03-31__09_hr_49_min.jpg,good,144
2018-12-29-15-51-40_S2_2022-03-31__09_hr_50_min.jpg,good,145
2018-12-29-15-51-40_S2_2022-03-31__09_hr_51_min.jpg,good,146
2018-12-29-15-53-18_S2.jpg,good,147
2018-12-29-18-24-01_L7.jpg,bad,148
2018-12-29-18-24-01_L7_2022-03-31__09_hr_01_min.jpg,bad,149
2018-12-29-18-24-01_L7_2022-03-31__09_hr_02_min.jpg,bad,150
2018-12-29-18-24-01_L7_2022-03-31__09_hr_16_min.jpg,good,151
2018-12-30-18-45-00_S2.jpg,good,152
2018-12-30-18-45-00_S2_2022-03-31__09_hr_01_min.jpg,good,153
2018-12-30-18-45-00_S2_2022-03-31__09_hr_02_min.jpg,good,154
2018-12-30-18-45-00_S2_2022-03-31__09_hr_16_min.jpg,good,155
2018-12-31-19-04-28_S2.jpg,good,156
2019-11-21-19-04-03_S2.jpg,bad,157
2019-12-06-19-04-03_S2.jpg,bad,158
2019-12-16-19-04-00_S2.jpg,bad,159
2019-12-26-19-04-00_S2.jpg,bad,160
2019-12-31-19-04-01_S2.jpg,bad,161
2020-01-05-19-04-00_S2.jpg,bad,162
2020-01-30-19-03-58_S2.jpg,bad,163
2020-02-04-19-03-57_S2.jpg,bad,164
2020-02-09-19-04-00_S2.jpg,bad,165
2020-02-14-19-03-59_S2.jpg,bad,166
2020-02-19-19-04-02_S2.jpg,bad,167
2020-02-24-19-04-07_S2.jpg,bad,168
2020-02-29-19-04-03_S2.jpg,bad,169
2020-03-05-19-04-01_S2.jpg,bad,170
2020-03-20-19-04-04_S2.jpg,bad,171
2020-03-25-19-04-02_S2.jpg,bad,172
2020-03-30-19-04-03_S2.jpg,bad,173
2020-04-14-19-04-05_S2.jpg,bad,174
2020-07-03-19-04-25_S2.jpg,good,175
2020-07-08-19-04-19_S2.jpg,bad,176
2020-07-23-19-04-25_S2.jpg,bad,177
2020-08-02-19-04-26_S2.jpg,bad,178
2020-08-17-19-04-23_S2.jpg,bad,179
2020-08-22-19-04-26_S2.jpg,bad,180
2020-09-06-19-04-23_S2.jpg,good,181
2020-09-16-19-04-22_S2.jpg,good,182
2020-09-26-19-04-22_S2.jpg,good,183
2020-10-01-19-04-26_S2.jpg,bad,184
2020-10-11-19-04-26_S2.jpg,good,185
2020-10-16-19-04-21_S2.jpg,good,186
2020-10-21-19-04-25_S2.jpg,good,187
2020-10-26-19-04-23_S2.jpg,good,188
2020-10-31-19-04-25_S2.jpg,good,189
2020-11-05-19-04-22_S2.jpg,good,190
2020-11-10-19-04-24_S2.jpg,good,191
2020-11-15-19-04-21_S2.jpg,good,192
2020-11-25-19-04-20_S2.jpg,bad,193
2020-11-30-19-04-20_S2.jpg,good,194
2020-12-05-19-04-18_S2.jpg,good,195
2020-12-10-19-04-16_S2.jpg,good,196
2020-12-15-19-04-16_S2.jpg,bad,197
2020-12-20-19-04-18_S2.jpg,good,198
2021-07-18-19-04-09_S2.jpg,bad,199
2021-07-23-19-04-08_S2.jpg,bad,200
2021-08-02-19-04-07_S2.jpg,bad,201
2021-08-07-19-04-08_S2.jpg,bad,202
2021-08-07-19-04-23_S2.jpg,bad,203
2021-08-12-19-04-06_S2.jpg,bad,204
2021-09-06-19-04-06_S2.jpg,bad,205
2021-09-21-19-04-08_S2.jpg,bad,206
2021-09-26-19-04-09_S2.jpg,bad,207
2021-10-01-19-04-08_S2.jpg,bad,208
2021-10-11-19-04-07_S2.jpg,bad,209
2021-12-15-19-04-20_S2.jpg,bad,210
