Filename,Sorted,index
2018-12-27-15-15-53_L7_ID12022-04-22.jpg,bad,96
2018-12-27-15-15-53_L7_ID22022-04-22.jpg,bad,97
2018-12-27-15-15-53_L7_ID32022-04-22.jpg,bad,98
2018-12-27-15-15-53_L7_ID42022-04-22.jpg,bad,99
2018-12-29-15-50-53_S2_ID02022-04-22.jpg,good,100
2018-12-29-15-50-53_S2_ID12022-04-22.jpg,good,101
2018-12-29-15-50-53_S2_ID22022-04-22.jpg,good,102
2018-12-29-15-50-53_S2_ID32022-04-22.jpg,good,103
2018-12-29-15-50-53_S2_ID42022-04-22.jpg,good,104
2018-12-29-15-51-07_S2_ID02022-04-22.jpg,good,105
2018-12-29-15-51-07_S2_ID12022-04-22.jpg,good,106
2018-12-29-15-51-07_S2_ID22022-04-22.jpg,good,107
2018-12-29-15-51-07_S2_ID32022-04-22.jpg,good,108
2018-12-29-15-51-07_S2_ID42022-04-22.jpg,good,109
2018-12-31-15-40-54_S2_ID02022-04-22.jpg,good,110
2018-12-31-15-40-54_S2_ID12022-04-22.jpg,good,111
2018-12-31-15-40-54_S2_ID22022-04-22.jpg,good,112
2018-12-31-15-40-54_S2_ID32022-04-22.jpg,good,113
2018-12-31-15-40-54_S2_ID42022-04-22.jpg,good,114
